Antecedente;Consequente;Suporte;Confiança;Lift;Rule Interest;Convicção;Score
DETERGLIMPOL;COCA_COLA;0,0224;0,4083;2,1032;0,0117;1,3619;0,2142;3,1072;3,6980;
COCA_COLA;DETERGLIMPOL;0,0224;0,1153;2,1032;0,0117;1,0683;0,0605;3,1072;2,3683;
BISCNESTLE;BISCNABISCO;0,0248;0,1968;3,3999;0,0175;1,1730;0,1389;6,2303;3,6598;
BISCNABISCO;BISCNESTLE;0,0248;0,4287;3,3999;0,0175;1,5297;0,3026;6,2303;4,9058;
BOMBRIL;BISCNESTLE;0,0228;0,3627;2,8767;0,0149;1,3713;0,2366;4,5958;4,0974;
BISCNESTLE;BOMBRIL;0,0228;0,1810;2,8767;0,0149;1,1442;0,1181;4,5958;3,1797;
PAPEL_HIGNEVE;ACUCAR_UNIAO;0,0226;0,3250;3,4916;0,0161;1,3435;0,2319;5,8741;4,2715;
ACUCAR_UNIAO;PAPEL_HIGNEVE;0,0226;0,2427;3,4916;0,0161;1,2287;0,1732;5,8741;3,8347;
CREME_DE_LEITE_NESTLE;BISCNESTLE;0,0256;0,3543;2,8099;0,0165;1,3534;0,2282;4,5154;4,0946;
BISCNESTLE;CREME_DE_LEITE_NESTLE;0,0256;0,2027;2,8099;0,0165;1,1637;0,1305;4,5154;3,3323;
SPO_OMO;DETERGYPE;0,0215;0,3045;4,8351;0,0170;1,3473;0,2415;9,3677;4,8630;
DETERGYPE;SPO_OMO;0,0215;0,3410;4,8351;0,0170;1,4105;0,2705;9,3677;5,0725;
PAPEL_HIGPERSONAL;BISCNESTLE;0,0257;0,3090;2,4504;0,0152;1,2646;0,1829;3,6371;3,5953;
BISCNESTLE;PAPEL_HIGPERSONAL;0,0257;0,2041;2,4504;0,0152;1,1518;0,1208;3,6371;3,0946;
SPO_OMO;BISCNESTLE;0,0256;0,3626;2,8757;0,0167;1,3710;0,2365;4,6914;4,1877;
BISCNESTLE;SPO_OMO;0,0256;0,2028;2,8757;0,0167;1,1659;0,1323;4,6914;3,3777;
MACRENATA;LEITE_MOCA;0,0241;0,3784;3,7757;0,0177;1,4476;0,2782;6,8763;4,8089;
LEITE_MOCA;MACRENATA;0,0241;0,2401;3,7757;0,0177;1,2322;0,1765;6,8763;4,0522;
FARTRIGO_RENATA;CREME_DE_LEITE_NESTLE;0,0201;0,3328;4,6140;0,0158;1,3906;0,2606;8,5146;4,8400;
CREME_DE_LEITE_NESTLE;FARTRIGO_RENATA;0,0201;0,2792;4,6140;0,0158;1,3034;0,2187;8,5146;4,5375;
COCA_COLA;CHOCNESTLE;0,0286;0,1472;2,0841;0,0149;1,0898;0,0765;3,1348;2,6503;
CHOCNESTLE;COCA_COLA;0,0286;0,4046;2,0841;0,0149;1,3534;0,2104;3,1348;3,8186;
LEITE_MOCA;BISCNESTLE;0,0367;0,3657;2,9007;0,0240;1,3779;0,2397;5,2252;4,5992;
BISCNESTLE;LEITE_MOCA;0,0367;0,2907;2,9007;0,0240;1,2686;0,1905;5,2252;4,2106;
LEITE_PARMALAT;COCA_COLA;0,0272;0,3857;1,9868;0,0135;1,3118;0,1916;2,8686;3,5888;
COCA_COLA;LEITE_PARMALAT;0,0272;0,1404;1,9868;0,0135;1,0811;0,0697;2,8686;2,5041;
LEITE_MOCA;DETERGYPE;0,0234;0,2330;3,7001;0,0170;1,2217;0,1700;6,5958;3,9421;
DETERGYPE;LEITE_MOCA;0,0234;0,3709;3,7001;0,0170;1,4302;0,2706;6,5958;4,6901;
COCA_COLA;BISCNABISCO;0,0238;0,1224;2,1147;0,0125;1,0735;0,0645;3,1548;2,4441;
BISCNABISCO;COCA_COLA;0,0238;0,4105;2,1147;0,0125;1,3671;0,2164;3,1548;3,7565;
DETERGYPE;COCA_COLA;0,0261;0,4145;2,1352;0,0139;1,3764;0,2204;3,2402;3,8581;
COCA_COLA;DETERGYPE;0,0261;0,1345;2,1352;0,0139;1,0826;0,0715;3,2402;2,5738;
LEITE_MOCA;CREME_DE_LEITE_NESTLE;0,0424;0,4229;5,8641;0,0352;1,6079;0,3508;21,4470;7,5604;
CREME_DE_LEITE_NESTLE;LEITE_MOCA;0,0424;0,5878;5,8641;0,0352;2,1826;0,4875;21,4470;8,6938;
SPO_OMO;BOMBRIL;0,0233;0,3300;5,2442;0,0188;1,3986;0,2671;11,0528;5,3300;
BOMBRIL;SPO_OMO;0,0233;0,3699;5,2442;0,0188;1,4750;0,2993;11,0528;5,5650;
SAL_CISNE;COCA_COLA;0,0260;0,4181;2,1538;0,0139;1,3849;0,2240;3,2888;3,8912;
COCA_COLA;SAL_CISNE;0,0260;0,1337;2,1538;0,0139;1,0827;0,0716;3,2888;2,5813;
FANTA;COCA_COLA;0,0294;0,5737;2,9552;0,0194;1,8903;0,3796;6,4046;5,6880;
COCA_COLA;FANTA;0,0294;0,1514;2,9552;0,0194;1,1181;0,1002;6,4046;3,4002;
LEITE_MOCA;COCA_COLA;0,0438;0,4373;2,2527;0,0244;1,4322;0,2432;3,8756;4,5819;
COCA_COLA;LEITE_MOCA;0,0438;0,2258;2,2527;0,0244;1,1622;0,1256;3,8756;3,5687;
LEITE_MOCA;ARROZ_PRATO_FINO;0,0234;0,2331;4,1906;0,0178;1,2315;0,1775;8,1735;4,2331;
ARROZ_PRATO_FINO;LEITE_MOCA;0,0234;0,4200;4,1906;0,0178;1,5514;0,3198;8,1735;5,2862;
MARGDORIANA;COCA_COLA;0,0219;0,4091;2,1075;0,0115;1,3638;0,2150;3,1128;3,6946;
COCA_COLA;MARGDORIANA;0,0219;0,1129;2,1075;0,0115;1,0669;0,0593;3,1128;2,3494;
BISCNESTLE;ACUCAR_UNIAO;0,0304;0,2414;2,5937;0,0187;1,1955;0,1483;4,1218;3,5231;
ACUCAR_UNIAO;BISCNESTLE;0,0304;0,3270;2,5937;0,0187;1,2986;0,2009;4,1218;3,9440;
MAIONESE_HELLMANN_S;ACUCAR_UNIAO;0,0229;0,3638;3,9094;0,0171;1,4256;0,2708;7,0702;4,7560;
ACUCAR_UNIAO;MAIONESE_HELLMANN_S;0,0229;0,2466;3,9094;0,0171;1,2436;0,1835;7,0702;4,1120;
LEITE_MOCA;FARTRIGO_RENATA;0,0266;0,2650;4,3796;0,0205;1,2783;0,2045;9,1962;4,6610;
FARTRIGO_RENATA;LEITE_MOCA;0,0266;0,4390;4,3796;0,0205;1,6038;0,3387;9,1962;5,6626;
LEITE_MOCA;DETERGLIMPOL;0,0204;0,2038;3,7181;0,0149;1,1871;0,1490;6,4418;3,6834;
DETERGLIMPOL;LEITE_MOCA;0,0204;0,3727;3,7181;0,0149;1,4343;0,2724;6,4418;4,5958;
MAIONESE_HELLMANN_S;LEITE_MOCA;0,0272;0,4320;4,3105;0,0209;1,5842;0,3318;9,0051;5,6046;
LEITE_MOCA;MAIONESE_HELLMANN_S;0,0272;0,2719;4,3105;0,0209;1,2868;0,2088;9,0051;4,6853;
GUARANA_ANTARTICA;COCA_COLA;0,0456;0,5674;2,9226;0,0300;1,8627;0,3732;6,8071;6,1569;
COCA_COLA;GUARANA_ANTARTICA;0,0456;0,2347;2,9226;0,0300;1,2018;0,1544;6,8071;4,3274;
PAPEL_HIGPERSONAL;COCA_COLA;0,0309;0,3710;1,9113;0,0147;1,2813;0,1769;2,7232;3,5215;
COCA_COLA;PAPEL_HIGPERSONAL;0,0309;0,1592;1,9113;0,0147;1,0903;0,0759;2,7232;2,6018;
CREME_DE_LEITE_NESTLE;ACUCAR_UNIAO;0,0254;0,3517;3,7795;0,0187;1,3990;0,2587;6,8945;4,7072;
ACUCAR_UNIAO;CREME_DE_LEITE_NESTLE;0,0254;0,2726;3,7795;0,0187;1,2756;0,2005;6,8945;4,2741;
PAPEL_HIGNEVE;BISCNESTLE;0,0208;0,2988;2,3697;0,0120;1,2463;0,1727;3,3386;3,3372;
BISCNESTLE;PAPEL_HIGNEVE;0,0208;0,1647;2,3697;0,0120;1,1140;0,0952;3,3386;2,7095;
COCA_COLA;ACUCAR_UNIAO;0,0383;0,1972;2,1184;0,0202;1,1297;0,1041;3,3662;3,1526;
ACUCAR_UNIAO;COCA_COLA;0,0383;0,4112;2,1184;0,0202;1,3688;0,2171;3,3662;4,1407;
DETERGLIMPOL;ACUCAR_UNIAO;0,0201;0,3661;3,9342;0,0150;1,4308;0,2731;6,9015;4,6657;
ACUCAR_UNIAO;DETERGLIMPOL;0,0201;0,2156;3,9342;0,0150;1,2050;0,1608;6,9015;3,8429;
CHOCLACTA;BISCNESTLE;0,0231;0,4067;3,2258;0,0159;1,4730;0,2806;5,5923;4,5939;
BISCNESTLE;CHOCLACTA;0,0231;0,1830;3,2258;0,0159;1,1546;0,1263;5,5923;3,4172;
SPO_OMO;ACUCAR_UNIAO;0,0268;0,3794;4,0766;0,0202;1,4614;0,2863;7,9580;5,1093;
ACUCAR_UNIAO;SPO_OMO;0,0268;0,2875;4,0766;0,0202;1,3046;0,2170;7,9580;4,5936;
SAL_CISNE;BOMBRIL;0,0215;0,3465;5,5064;0,0176;1,4339;0,2836;11,4764;5,4731;
BOMBRIL;SAL_CISNE;0,0215;0,3418;5,5064;0,0176;1,4249;0,2797;11,4764;5,4452;
COCA_COLA;CHOCLACTA;0,0241;0,1242;2,1889;0,0131;1,0770;0,0675;3,3606;2,5182;
CHOCLACTA;COCA_COLA;0,0241;0,4249;2,1889;0,0131;1,4013;0,2308;3,3606;3,9124;
CREME_DE_LEITE_NESTLE,LEITE_MOCA;COCA_COLA;0,0216;0,5088;2,6210;0,0133;1,6406;0,3147;4,7125;4,7088;
COCA_COLA,LEITE_MOCA;CREME_DE_LEITE_NESTLE;0,0216;0,4921;6,8228;0,0184;1,8268;0,4200;17,3547;7,2152;
COCA_COLA,CREME_DE_LEITE_NESTLE;LEITE_MOCA;0,0216;0,6818;6,8028;0,0184;2,8281;0,5816;24,2402;9,2005;
LEITE_MOCA;BOMBRIL;0,0264;0,2632;4,1826;0,0201;1,2718;0,2003;8,4375;4,5201;
BOMBRIL;LEITE_MOCA;0,0264;0,4192;4,1826;0,0201;1,5493;0,3190;8,4375;5,4052;
LEITE_NILZA;COCA_COLA;0,0213;0,3446;1,7751;0,0093;1,2296;0,1505;2,3281;3,0317;
