Antecedente;Consequente;Suporte;Confiança;Lift;Rule Interest;Convicção;Score
BISCNESTLE;ACUCAR_UNIAO;0,0304;0,2414;2,5937;0,0187;1,1955;0,1483;4,1218;4,0484;
ACUCAR_UNIAO;BISCNESTLE;0,0304;0,3270;2,5937;0,0187;1,2986;0,2009;4,1218;4,5499;
COCA_COLA;BISCNESTLE;0,0459;0,2365;1,8759;0,0214;1,1447;0,1104;2,8042;3,6895;
BISCNESTLE;COCA_COLA;0,0459;0,3642;1,8759;0,0214;1,2674;0,1700;2,8042;4,3489;
GUARANA_ANTARTICA;COCA_COLA;0,0456;0,5674;2,9226;0,0300;1,8627;0,3732;6,8071;7,0876;
COCA_COLA;GUARANA_ANTARTICA;0,0456;0,2347;2,9226;0,0300;1,2018;0,1544;6,8071;4,8917;
PAPEL_HIGPERSONAL;COCA_COLA;0,0309;0,3710;1,9113;0,0147;1,2813;0,1769;2,7232;4,0886;
COCA_COLA;PAPEL_HIGPERSONAL;0,0309;0,1592;1,9113;0,0147;1,0903;0,0759;2,7232;2,9968;
MAIONESE_HELLMANN_S;COCA_COLA;0,0302;0,4789;2,4668;0,0180;1,5464;0,2847;4,3331;5,4011;
COCA_COLA;MAIONESE_HELLMANN_S;0,0302;0,1556;2,4668;0,0180;1,1096;0,0925;4,3331;3,4937;
COCA_COLA;ACUCAR_UNIAO;0,0383;0,1972;2,1184;0,0202;1,1297;0,1041;3,3662;3,5990;
ACUCAR_UNIAO;COCA_COLA;0,0383;0,4112;2,1184;0,0202;1,3688;0,2171;3,3662;4,7750;
LEITE_MOCA;BISCNESTLE;0,0367;0,3657;2,9007;0,0240;1,3779;0,2397;5,2252;5,2776;
BISCNESTLE;LEITE_MOCA;0,0367;0,2907;2,9007;0,0240;1,2686;0,1905;5,2252;4,8135;
CREME_DE_LEITE_NESTLE;COCA_COLA;0,0316;0,4386;2,2593;0,0176;1,4354;0,2445;3,6798;4,9393;
COCA_COLA;CREME_DE_LEITE_NESTLE;0,0316;0,1629;2,2593;0,0176;1,1085;0,0908;3,6798;3,3828;
PAPEL_HIGNEVE;COCA_COLA;0,0300;0,4317;2,2236;0,0165;1,4179;0,2375;3,5466;4,8091;
COCA_COLA;PAPEL_HIGNEVE;0,0300;0,1546;2,2236;0,0165;1,1006;0,0851;3,5466;3,2598;
LEITE_MOCA;ACUCAR_UNIAO;0,0355;0,3544;3,8083;0,0262;1,4049;0,2614;8,0359;5,9199;
ACUCAR_UNIAO;LEITE_MOCA;0,0355;0,3817;3,8083;0,0262;1,4553;0,2815;8,0359;6,1045;
LEITE_MOCA;CREME_DE_LEITE_NESTLE;0,0424;0,4229;5,8641;0,0352;1,6079;0,3508;21,4470;8,6264;
CREME_DE_LEITE_NESTLE;LEITE_MOCA;0,0424;0,5878;5,8641;0,0352;2,1826;0,4875;21,4470;10,0000;
SPO_OMO;COCA_COLA;0,0320;0,4543;2,3402;0,0183;1,4768;0,2602;3,9414;5,1465;
COCA_COLA;SPO_OMO;0,0320;0,1651;2,3402;0,0183;1,1132;0,0945;3,9414;3,4824;
LEITE_MOCA;COCA_COLA;0,0438;0,4373;2,2527;0,0244;1,4322;0,2432;3,8756;5,2618;
COCA_COLA;LEITE_MOCA;0,0438;0,2258;2,2527;0,0244;1,1622;0,1256;3,8756;4,0537;
